id,object,annonce_id,agency_id,agency_page,agency_contact_name,agency_img_url,agency_phone_number,agency_has_email,agency_link,address,area,bedrooms_count,business_unit,contact_is_private_seller,contact_email,description,district,estate_type,estate_type_id,highlighting_level,insee_code,is_exclusive,is_redirected,is_expired,latitude,longitude,monthly_price,main_picture,nature,postal_code,position,picture_count,price,price_per_meter,photos,price_decrease_percent,publication_id,pricing_price_note,ref,rooms,short_description,transaction_type,title,tags,url,video_url,virtual_visit_url,collected_at,input_url,input_max_pages,input_annonce_details
"3204208","result","200749259","193229","/professionnels/agences-immobilieres/lyon-3eme-arrondissement-69003/agence-28956/","Keller Williams Abondance","https://v.seloger.com/s/width/150/logos/0/t/u/b/0tubo1fvtzr1mt0suwah67wbpl8xyn81jyma9xt8q.jpg","07 69 27 36 43","t","http://abondance.kwimmo.fr/","Lyon 1er","18.999022907393336","0","1","f","t",,"Croix Paquet","Studio","1","1",,"t",,"f",,,"888",,"1","69001","1","7","175000","9211","https://v.seloger.com/s/crop/341x256/visuels/1/y/y/g/1yygog392si1sp7xmd1bfar28joocr95o5bokl95s.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/r/c/e/0rcewvb5ayio5jyv1crj2hj68raidf5vbxnmsylk0.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/9/q/x/09qxjpeb0ohddiq3ij9qaoc9uoyq267l50gkacj34.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/3/x/0l3x3xrhlvndt2doaal3qvgs60ampg2i5d0gdej6o.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/f/f/z/0ffzj16rgijvown9prt3x00prgr1lvpzs7h50wbds.jpg",,"30193229",,,"1","Appartement à vendre - Studio- 1 pièce - 19 m² - Lyon 69001 César & Brutus by KW vous présente en exclusivité ce joli studio tout rénové à quelques minutes du métro Croix Paquet, d'Hôtel de ville et de la Croix-Rousse. Découvrez cet appartement refait à neuf entièrement, il se compose d'une pièce principale avec cuisine , un coin couchage [...]","2",,"1 pièce, 19 m²","https://www.seloger.com/annonces/achat/appartement/lyon-1er-69/croix-paquet/200749259.htm",,"https://my.matterport.com/show/?m=cQpwASrd8FN","14 Apr 2023 07:05:29","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"469139","result","159207689","34771",,"SA BOUYGUES IMMOBILIER",,"01 70 82 21 56","t",,"Lyon 2ème","145.7956914523975","0","2","f","t",,,"Appartement neuf","1","3",,"f",,"f",,,"4953",,"2","69002","13","5","1049000","7195","https://v.seloger.com/s/crop/341x256/visuels/1/t/t/t/1ttt3pjctuaoljt1rdwkkf6n13oipnyceg0c6u9u0.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/0/z/t/10ztvnwf2eyci0uqllpo3jcf5vz1spq8xkoulmlhk.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/5/u/u/25uua6g9azvf3nhsdzyj9ek0ypn6fl01t13pjrjns.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/i/q/l/0iqls7v9oyx65x60p2p018hm5aj7041qsbx1n9yrs.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/u/7/5/0u752cd6ck07p4zqtzi7u9hoybgin3jgpoygp9poo.jpg",,"30034771",,,"5","","2",,"5 pièces, 146 m², Étage 14/–","https://www.selogerneuf.com/annonces/neuf/programme/lyon-2eme-69/156127873/",,"https://bouygues-immobilier.virtualbuilding.fr/sollys-echo","14 Apr 2023 07:06:35","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3213503","result","200558875","508226","/professionnels/agents-commerciaux/lyon-2eme-arrondissement-69002/agence-282283/","TROMPILLE JULIEN BSK IMMOBILIER","https://v.seloger.com/s/width/150/logos/1/n/0/y/1n0ycva0nuq7crei2hje1u7gn1rol4vjr158m94fk.jpg","06 48 12 66 75","t","https://bskimmobilier.com/commercial-immobilier/redirect/agent/4947","Lyon 1er","42.9998552193427","0","1","f","t",,"Terreaux","Appartement","1","1",,"f",,"f",,,"1499",,"1","69001","7","7","297000","6907","https://v.seloger.com/s/crop/341x256/visuels/1/c/k/u/1ckubokv61pfaw61wiruke7bf2mnlh8pgu4ae4ahn.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/f/d/r/0fdrr1bwnoozcu3xf7wzv32dgj6ky7om4j3cooaqs.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/5/b/8/15b8cssgx76d3utzyithgcmxev7euqkxr2ibrhd5w.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/1/2/e/012e2ioat88nn9c3nwcrcxvc0tdf854dkkby2y481.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/p/y/i/0pyizgw17z4urhyrs3jh7f005qiyj41z8mwk7bntq.jpg",,"30508226",,,"2","Appartement à vendre - Rue Pizay, à 2min du métro Hôtel de ville, dans une rue calme et pavée, venez découvrir ce bien de type 2 en dernier étage rénové par un architecte. Charmant et en très bon état, ce dernier se compose d'une pièce principale de 27m2 avec pierres, plafonds à la française, parquet massif d'origine ainsi qu'une cuisine à [...]","2",,"2 pièces, 1 chambre, 43 m², Étage 5/6","https://www.seloger.com/annonces/achat/appartement/lyon-1er-69/terreaux/200558875.htm",,,"14 Apr 2023 07:06:34","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3213911","result","196730105","108584","/professionnels/agences-immobilieres/lyon-6eme-arrondissement-69006/agence-1131/","INVESTOR","https://v.seloger.com/s/width/150/logos/1/q/i/v/1qivth2wizdh7u4lvl4wocr59es5z6qa5stqpdssg.jpg","06 03 25 38 38","t","http://www.investorimmobilier.com/immobilier-38153-lyon-6/1","Lyon 2ème","111.99903135972878","0","1","f","t",,"Bellecour-Ainay","Appartement","1","1",,"f",,"f",,,"4647",,"1","69002","8","8","925000","8259","https://v.seloger.com/s/crop/341x256/visuels/0/q/0/i/0q0io6qq03ozc7sen1gaj8u7hkfir5m7jsxmzjgiz.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/7/p/2/27p2qkpzq2glpzc6v5fr6d7o5ba7ie2hylq2h8o6v.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/8/9/2/089252o337gd92shpydh4n9l6blsoh6mmi2l138yr.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/k/8/e/1k8emq7abneisa07r1khmbqdyfpw0355g52xg7n9m.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/0/c/0/00c0aqzttfikvshhy1b0hv9meb7m10ekckmdcjc54.jpg",,"30108584",,,"3","Appartement de luxe à vendre - PLACE BELLECOUR, Exceptionnel, vue place pour cet appartement de prestige à rénover, dernier étage, ascenseur au palier, traversant, T3, 112 m2, pièce de réception orientée Sud, 2 chambres, salle de bain, parquet, boiseries et cheminées d'origine, lumineux et ensoleillé, séduction assurée ! Bien soumis à la [...]","8",,"3 pièces, 2 chambres, 112 m², Étage 4/–, Ascenseur","https://www.seloger.com/annonces/achat-de-prestige/appartement/lyon-2eme-69/bellecour-ainay/196730105.htm",,,"14 Apr 2023 07:18:44","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"2775513","result","191056477","31332","/professionnels/agences-immobilieres/lyon-69009/agence-41847/","CARRE D'OR","https://v.seloger.com/s/height/150/logos/1/f/f/i/1ffi3opgoj3hhr4wtmtmmh7x23v2k9yw2y1yu5cbw.jpg","04 72 13 90 00","t","http://www.carredorimmo.com/","Lyon 1er","97.99414960300878","0","1","f","t",,"Terreaux","Duplex","1","1",,"f",,"f",,,"2362",,"1","69001","20","5","469000","4786","https://v.seloger.com/s/crop/341x256/visuels/2/6/f/0/26f09pzhpl3tv8wjbh1f1x1wllk4glcv0nqzxepi8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/z/b/g/0zbgmpxemlrziazxno050eaeot9z859p78mqaf15s.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/1/5/q/015qhskplyvt6rzeyl08qk1u86qxhkwe1cqveghb4.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/8/c/a/28cafyxp0az5p8mfbkcrqqg75tqotzo6ke0e4cp0g.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/9/p/n/29pnd0f0x6ac1yys3slcf2jbncy9xfxu3swcttmsg.jpg",,"30031332",,,"4","Appartement à vendre - Situé au 5eme et dernier étage avec ascenseur d’un prestigieux immeuble de la place des Terreaux, atypique duplex de 98m2 carrez ( 119m2utile ). Une grande cuisine / salle à manger ornée d’une cheminée de marbre gris, donnant sur un salon intimiste avec parquet en chêne en point de Hongrie, offre 45m2 à vivre. Un espace [...]","2",,"4 pièces, 3 chambres, 98 m², Étage 5/5, Ascenseur","https://www.seloger.com/annonces/achat/appartement/lyon-1er-69/terreaux/191056477.htm",,,"14 Apr 2023 07:12:48","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3204174","result","200768243","332861","/professionnels/agences-immobilieres/lyon-4eme-arrondissement-69004/agence-1359/","Agence du Boulevard","https://v.seloger.com/s/width/150/logos/1/k/t/p/1ktpbg4dg64tu5y66hhjc152e63awlwgquiwzdux4.jpg","04 78 29 69 87","t","http://www.orpi.com/boulevard","Lyon 1er","83.21529745042493","0","1","f","t",,,"Appartement","1","1",,"f",,"f",,,"2367",,"1","69001","17","8","470000","5648","https://v.seloger.com/s/crop/341x256/visuels/0/c/p/r/0cprs4jhyxvsrv7x1zekn1gzv5hfnq6ecb4lv1im8.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/k/4/7/0k47oewsatj1mfsqi9561ovpdcrwcnof04gg7r7uo.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/4/k/f/04kfufse4haxyrrkpuozf0hrchvy208cqe7tp9jeo.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/u/e/n/0uen85drtbm17ydl2qfukvgou7uzdsidk2bw92d1c.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/0/7/0/20704pu64pxk9plyl69s6tb54s9xl64yxdd7kurnk.jpg",,"30332861",,,"4","Appartement à vendre - QUARTIER SATHONAY - MAGNIFIQUE T4 83,2m² - 3 chambres Venez découvrir ce superbe appartement, au dernier étage d'une belle petite copropriété entretenue de 1989, avec ascenseur, située Rue Bouteille, Ce bien est composé d'une grande et lumineuse pièce à vivre de 34,2m² exposé OUEST, une loggia plein SUD, un coin nuit [...]","2",,"4 pièces, 3 chambres, 83 m², Étage 3/6, Balcon, Box, Ascenseur","https://www.seloger.com/annonces/achat/appartement/lyon-1er-69/200768243.htm",,,"14 Apr 2023 07:05:03","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3204176","result","200768043","85094","/professionnels/agences-immobilieres/lyon-2eme-arrondissement-69002/agence-25625/","ORPI JMV","https://v.seloger.com/s/width/150/logos/1/k/t/p/1ktpbg4dg64tu5y66hhjc152e63awlwgquiwzdux4.jpg","04 78 38 30 47","t","http://www.orpi.com/jmv","Lyon 2ème","70.99644128113879","0","1","f","t",,"Cordeliers-Célestins-Bourse","Appartement","1","1",,"t",,"f",,,"2011",,"1","69002","18","11","399000","5620","https://v.seloger.com/s/crop/341x256/visuels/0/u/n/j/0unjmi1ayf82sbd78onr0dz2wq1821ykat9xqkod3.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/g/0/9/0g09kq23rhkzmee4n75wmezcp9nl6olvtvcr9zwwn.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/l/s/0lls8xit9u5s3ke0b9irssr0wqimzzqcpy8fmj2on.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/5/b/a/05baai810kn7ja529owu16asn643a8jevaeg3x107.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/6/6/0/1660x7t1r4mhrnp0r8uacask3a8lwwgjh6m2xv2af.jpg",,"30085094",,,"2","Appartement à vendre - Exclusivité ORPI- Dans une belle copropriété du XIXème siècle avec ascenseur au coeur d'Ainay, à deux pas de la Place Bellecour venez découvrir ce charmant T2 bis de 71 m2 (54 m2 Carrez), orienté au sud-ouest, lumineux et au calme. Il se compose d'une pièce de vie orientée à l'ouest avec une vue sur Fourvière, d'une [...]","2",,"2 pièces, 1 chambre, 71 m², Étage 6/6, Ascenseur","https://www.seloger.com/annonces/achat/appartement/lyon-2eme-69/cordeliers-celestins-bourse/200768043.htm",,,"14 Apr 2023 07:05:03","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3180223","result","200246537","82571","/professionnels/agences-immobilieres/lyon-5eme-arrondissement-69005/agence-65528/","HABITAT DE CARACTÈRE","https://v.seloger.com/s/width/150/logos/0/o/k/f/0okfu74p9m2hyalzrknxlyci17vr953l9ol40h2fm.jpg","04 72 80 05 72","t","http://www.habitatdecaractere.com/","Lyon 1er","126.5009301538982","0","1","f","t",,"Croix Paquet","Appartement","1","1",,"t",,"f",,,"3760",,"1","69001","8","23","748000","5913","https://v.seloger.com/s/crop/341x256/visuels/1/r/j/v/1rjv3zjf6m5zbvxt9jihwvwcs8urr0etjsoabsdht.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/c/p/f/1cpfxn8zrhq3a2v5wperuwnnpy76uvckskwpogqj5.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/x/k/i/1xkir6tna61s0yjhg6jfnuo9bvgpbc7nfpq6a1ff5.jpg, https://v.seloger.com/s/crop/341x256/visuels/2/9/r/2/29r2yw043i9jdjj7djeld311u3pvumh4xusisylox.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/a/4/7/1a47siwya9vnp5a25k4x7xvlzlbq35c6z7s231wlt.jpg",,"30082571",,,"4","Appartement à vendre - S’abordant comme une maison de ville, ce très beau duplex articule ses 126.51 m² Carrez sur 4 pièces et deux niveaux. Il offre : - Au premier niveau : une généreux « espace vie » de 64.94 m², fruit de l’ouverture de la cuisine équipée (21.77 m²) sur le séjour (43.17 m² ), WC indépendants, salle d’eau, une 1ère chambre. - A [...]","2",,"4 pièces, 3 chambres, 127 m², Étage 0/3, Terrasse","https://www.seloger.com/annonces/achat/appartement/lyon-1er-69/croix-paquet/200246537.htm",,,"14 Apr 2023 07:08:54","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"3213779","result","199217629","204873","/professionnels/agences-immobilieres/lyon-6eme-arrondissement-69006/agence-36912/","ENTREVUE IMMOBILIERE","https://v.seloger.com/s/height/150/logos/0/a/p/y/0apylsj0oxtht26ls31iob7lwwcjtb6bhov9fgovj.jpg","07 82 78 51 95","t","http://www.entrevueimmo.com/","Lyon 1er","107.00865871589609","0","1","f","t",,"Croix Paquet","Appartement","1","1",,"f",,"f",,,"3294",,"1","69001","15","13","655000","6121","https://v.seloger.com/s/crop/341x256/visuels/1/j/n/n/1jnnr7yqghy8ic1gteox9wmw5nfj9h41o92ix0iio.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/x/o/l/1xoled0kolvkvnwi15vj5m8trkiockgnw6eg5d03k.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/a/h/n/1ahn7jvl1jw6nl2v4o2y3b6peq8j8ih6tcxsyuegx.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/o/m/1/1om1qws06qp57xuj2973upkududszza44rdichebk.jpg, https://v.seloger.com/s/crop/341x256/visuels/1/8/c/a/18cahrev2tppfepht5tu78y5vzruh3i4zodo8kssh.jpg",,"30204873",,,"5","Appartement de luxe à vendre - Entrevue Immobiliere vous propose ce charmant bien atypique & calme au coeur de la vie lyonnaise et au sein de l'agréable quartier de Croix-Paquet. Il se compose d'une attachante pièce à vivre, d'une cuisine ouverte équipée & aménagée, de 4 chambres dont deux à l'étage. Deux des chambres possédant un dressing, une [...]","8",,"5 pièces, 4 chambres, 107 m², Étage 0/1, Terrasse","https://www.seloger.com/annonces/achat-de-prestige/appartement/lyon-1er-69/croix-paquet/199217629.htm",,"https://youtu.be/SdkMngC0fVg","14 Apr 2023 07:13:38","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
"2998367","result","197383827","108541","/professionnels/agences-immobilieres/lyon-2eme-arrondissement-69002/agence-35415/","BARNES LYON","https://v.seloger.com/s/height/150/logos/1/n/a/9/1na9wz74s2rejtj7zciydb5ouwrbb6nyjyqahnkud.jpg","04 78 15 90 90","t","http://www.barnes-lyon.com/","Lyon 2ème","253.55104208150803","0","5","f","t",,"Bellecour-Ainay","Appartement","1","1",,"t",,"f",,,"9583",,"3","69002","20","13","1910000","7533","https://v.seloger.com/s/crop/341x256/visuels/0/l/k/d/0lkdq1rqid7zbntwpfrsp2ou35v2c9twlrtdduudw.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/6/9/6/06964riywkud4qg73q2xsop5975trwqwu7omlydlg.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/m/6/m/0m6mbt0lty4vr9ac3kw2ejyj1pu66iycm9feij13o.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/8/9/9/0899iu0kr7o06c8ev53g7zn9d62o72c637cdyqfdg.jpg, https://v.seloger.com/s/crop/341x256/visuels/0/l/6/c/0l6ch24ailnxta0wzx7dvhtgmxw1sv0sj6l7fy4ic.jpg",,"30108541",,,"7","Appartement de luxe à vendre - Lyon 2 - Grolée - Appartement familial de 253,55 m² - 5 Chambres EXCLUSIVITÉ - COEUR PRESQU'ILE - GROLÉE. Appartement familial de 253,55 m². Situé au 3ème étage avec ascenseur d'un bel immeuble bourgeois sécurisé par une gardienne, cet élégant appartement allie ancien et contemporain. Vous serez séduits par sa [...]","8",,"7 pièces, 5 chambres, 254 m², Étage 3/6, Ascenseur","https://www.bellesdemeures.com/annonces/vente/tt-2-tb-1-pl-48333/197383827/",,,"14 Apr 2023 07:16:54","https://www.seloger.com/list.htm?projects=2&types=1&places=[{%22inseeCodes%22:[690381]},{%22inseeCodes%22:[690382]}]&sort=d_dt_crea&mandatorycommodities=0&enterprise=0&qsVersion=1.0&m=search_refine-redirection-search_results","398","f"
